4.164682408558560311e+00,-1.260557048980925643e+01,-1.958456078629392039e+01,-2.423917659579722894e+01,1.927125307085258754e+01,-1.983994018738545861e+01,1.623275067603418620e+01,3.423344764541443652e+00,-1.986972947931041489e+01,-2.634382488714265591e+01
6.443219327672500718e+00,-1.208717449696792912e+01,-1.806459030239053831e+01,-2.608270143506964445e+01,1.931193648311652211e+01,-1.802991189923874771e+01,1.630277210422572765e+01,2.143099370671003978e+00,-1.974579069031864620e+01,-2.631353447646155885e+01
-2.635405145187535325e+01,2.501723253538921909e+01,1.555671666693328525e+01,-1.600867468330529775e+01,5.387650815842606633e+00,-2.133375603253089281e+00,-1.473513787804820563e+00,2.497133355196693927e+01,-2.348807591014986684e+01,1.609897147734570266e+00
2.920146318208593783e+01,-1.460925929820785285e+01,-1.079720991614990488e+01,2.064808960486336176e+01,-2.047697813180039361e+01,-2.329890770520317034e+01,1.936270973716218080e+01,-2.494116757032483989e+01,-1.878609107964222957e+01,-5.682475249783279558e+00
-2.551299009688985464e+01,2.384384526534827131e+01,1.678325797579797296e+01,-1.771353278955197297e+01,3.517251781537138910e+00,-2.333518202792465246e+00,-8.676736023176767620e-01,2.608260664408032170e+01,-2.370998928842072218e+01,2.623190767496736520e+00
5.617617284799145239e+00,-3.803924776799114227e+00,4.185399759485273208e+00,-9.595229208316903069e+00,-8.337723650747458137e+00,-1.859453485162706343e+01,2.835835626713211255e+01,8.599866985940240127e+00,2.406480483541557902e+01,8.540347289664572017e+00
6.690511079983370912e+00,-1.129449463774390239e+01,-1.933304750170204400e+01,-2.311987406464388073e+01,1.952607570266713921e+01,-1.973192174437913593e+01,1.348532659291083746e+01,2.682293910267974368e+00,-1.977305357243675488e+01,-2.615866950939232538e+01
-2.566377749738491687e+01,2.415109712945804432e+01,1.630599489324940521e+01,-1.843166089955935050e+01,6.603302145699617043e+00,-1.483286034221803051e+00,-2.082065845431221973e+00,2.523205080458228977e+01,-2.374785865457038270e+01,1.066112069931539619e+00
2.789009657495284600e+01,-1.472526051827472315e+01,-1.007968738851396218e+01,2.225125346698336415e+01,-1.966129211980546998e+01,-2.418389421185797872e+01,1.954536214188959420e+01,-2.519257210526673774e+01,-1.953271358649462286e+01,-5.582627503949008307e+00
2.102544878067726053e+00,1.857984039500358975e+01,6.094347030471749527e+00,1.295570800547374901e+01,-7.499501812853367255e+00,-2.116374353573315403e+01,-3.040055887864704331e+01,2.505749272123365046e+01,-2.915722085864904045e+01,-1.031848457971531552e+01
-2.068930339007535579e+01,-1.106132631533214727e+01,-2.544866848405558102e+01,9.581312280518512026e+00,-2.433062501216386408e+01,-4.969188083178464943e+00,3.883222373096625546e+00,-4.726334509009831875e-01,2.488919395007295776e+01,1.806533513225492982e+01
